"","ID","Date.Start","Time.Start","Date.End","Time.End","Date.Reported","Offense.Code","Offense.Descript","Internal.Code","Internal.Descript","Crime_Status","Offense.Level","Jurisdiction","Borough","Precinct","Premises.Direction","Premises.Descript","Park","NYCHA","X.Coord","Y.Coord","Lat","Long","LatLong"
"391354",363092432,"03/17/2015","21:30:00","03/18/2015","00:10:00","03/18/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","BAR/NIGHT CLUB","","","986,576","206,786",40.734264376,-73.991608525,"(40.734264376, -73.991608525)"
"391355",267999554,"03/17/2015","21:30:00","03/18/2015","08:05:00","03/18/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,002,880","231,250",40.801392386,-73.93271089,"(40.801392386, -73.93271089)"
"391356",418182481,"03/17/2015","21:30:00","03/17/2015","21:35:00","03/18/2015","113","FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",28,"INSIDE","ATM","","","998,151","234,236",40.809596838,-73.949785598,"(40.809596838, -73.949785598)"
"391359",589873013,"03/17/2015","21:00:00","03/17/2015","21:05:00","03/18/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","RESIDENCE - APT. HOUSE","","","1,000,543","242,270",40.831643813,-73.941125256,"(40.831643813, -73.941125256)"
"391374",989375551,"03/17/2015","20:30:00","03/17/2015","20:30:00","03/18/2015","109","GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","RESTAURANT/DINER","","","990,115","216,925",40.762091746,-73.978829885,"(40.762091746, -73.978829885)"
"391376",953381390,"03/17/2015","20:30:00","03/17/2015","23:30:00","03/18/2015","109","GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","BAR/NIGHT CLUB","","","988,590","213,119",40.751646125,-73.98433731,"(40.751646125, -73.98433731)"
"391379",187699163,"03/17/2015","20:00:00","03/18/2015","11:00:00","03/18/2015","341","PETIT LARCENY",349,"LARCENY,PETIT OF LICENSE PLATE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"","STREET","","","997,257","223,501",40.78013353,-73.953035866,"(40.78013353, -73.953035866)"
"391383",704466929,"03/17/2015","20:00:00","03/18/2015","08:00:00","03/18/2015","341","PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"FRONT OF","STREET","","","990,167","212,246",40.749249046,-73.978646292,"(40.749249046, -73.978646292)"
"391393",654080075,"03/17/2015","19:20:00","03/17/2015","19:36:00","03/18/2015","126","MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"","STREET","","","985,927","213,077",40.751531752,-73.993948749,"(40.751531752, -73.993948749)"
"391406",689548413,"03/17/2015","19:00:00","03/18/2015","05:30:00","03/18/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"OPPOSITE OF","STREET","","","998,021","241,406",40.829276672,-73.950240497,"(40.829276672, -73.950240497)"
"391409",545817428,"03/17/2015","18:53:00","03/17/2015","18:55:00","03/18/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,666","229,217",40.795814831,-73.937101065,"(40.795814831, -73.937101065)"
"391420",437251926,"03/17/2015","18:00:00","","","03/18/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","988,699","208,577",40.739179416,-73.983946905,"(40.739179416, -73.983946905)"
"391427",709746913,"03/17/2015","17:25:00","03/17/2015","17:35:00","03/18/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"","STREET","","","994,590","216,426",40.760718019,-73.962676733,"(40.760718019, -73.962676733)"
"391433",142384284,"03/17/2015","17:00:00","","","03/18/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"FRONT OF","STREET","","","988,779","215,430",40.757989139,-73.983653605,"(40.757989139, -73.983653605)"
"391434",893225089,"03/17/2015","17:00:00","03/17/2015","17:30:00","03/18/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"FRONT OF","STREET","","","988,779","215,430",40.757989139,-73.983653605,"(40.757989139, -73.983653605)"
"391437",115820708,"03/17/2015","16:50:00","03/17/2015","17:00:00","03/18/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","FAST FOOD","","","989,013","205,601",40.731010865,-73.982815919,"(40.731010865, -73.982815919)"
"391454",418477969,"03/17/2015","15:00:00","","","03/18/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",23,"","TRANSIT - NYC SUBWAY","","","999,643","228,852",40.79481676,-73.944408254,"(40.79481676, -73.944408254)"
"391455",795541803,"03/17/2015","15:00:00","03/17/2015","15:15:00","03/18/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"INSIDE","RESIDENCE - APT. HOUSE","","","998,272","229,012",40.795258198,-73.949359408,"(40.795258198, -73.949359408)"
"391456",730606366,"03/17/2015","15:00:00","03/18/2015","07:15:00","03/18/2015","351","CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"FRONT OF","OPEN AREAS (OPEN LOTS)","","","998,312","236,106",40.814729212,-73.949200086,"(40.814729212, -73.949200086)"
"391476",661588113,"03/17/2015","14:00:00","03/17/2015","14:30:00","03/18/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",7,"INSIDE","PUBLIC SCHOOL","","","987,952","202,161",40.721569408,-73.986646038,"(40.721569408, -73.986646038)"
"391477",972521847,"03/17/2015","14:00:00","03/17/2015","16:00:00","03/18/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE","RESIDENCE - APT. HOUSE","","","994,203","228,964",40.795131971,-73.964055132,"(40.795131971, -73.964055132)"
"391485",353166222,"03/17/2015","13:26:00","03/18/2015","04:00:00","03/18/2015","109","GRAND LARCENY",443,"LARCENY,GRAND OF BICYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"FRONT OF","STREET","","","1,000,519","226,374",40.788013748,-73.941250505,"(40.788013748, -73.941250505)"
"391487",559038925,"03/17/2015","13:00:00","03/18/2015","10:30:00","03/18/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"FRONT OF","STREET","","","992,587","227,883",40.79216659,-73.96989283,"(40.79216659, -73.96989283)"
"391488",593136305,"03/17/2015","13:00:00","03/17/2015","13:15:00","03/18/2015","109","GRAND LARCENY",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","RESTAURANT/DINER","","","988,207","213,479",40.752634414,-73.98571944,"(40.752634414, -73.98571944)"
"391493",303217621,"03/17/2015","12:00:00","03/18/2015","09:30:00","03/18/2015","109","GRAND LARCENY",405,"LARCENY,GRAND BY THEFT OF CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","HOTEL/MOTEL","","","991,970","215,005",40.756820413,-73.972135884,"(40.756820413, -73.972135884)"
"391498",872027543,"03/17/2015","10:00:00","","","03/18/2015","112","THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,000,941","250,072",40.853057278,-73.93966763,"(40.853057278, -73.93966763)"
"391500",515590237,"03/17/2015","10:00:00","03/17/2015","11:00:00","03/18/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","CHAIN STORE","","","985,571","208,720",40.739572936,-73.995234495,"(40.739572936, -73.995234495)"
"391505",680880780,"03/17/2015","08:30:00","03/17/2015","22:30:00","03/18/2015","342","PETIT LARCENY OF MOTOR VEHICLE",341,"LARCENY,PETIT OF AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"REAR OF","STREET","","","999,822","225,116",40.78456213,-73.943770441,"(40.78456213, -73.943770441)"
"391511",592543320,"03/17/2015","06:45:00","03/17/2015","16:30:00","03/18/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"FRONT OF","RESIDENCE - APT. HOUSE","","","999,691","237,016",40.817224605,-73.944216122,"(40.817224605, -73.944216122)"
"391517",818873351,"03/17/2015","04:00:00","03/17/2015","04:00:00","03/18/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"","STREET","","","1,000,622","235,883",40.814113161,-73.940855365,"(40.814113161, -73.940855365)"
"391853",515921545,"03/17/2015","23:31:00","03/17/2015","23:36:00","03/17/2015","235","DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",24,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","994,456","229,876",40.797634875,-73.963140011,"(40.797634875, -73.963140011)"
"391856",101519494,"03/17/2015","23:20:00","","","03/17/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",26,"INSIDE","RESIDENCE - APT. HOUSE","","","997,167","235,249",40.812378735,-73.953338242,"(40.812378735, -73.953338242)"
"391865",871053222,"03/17/2015","22:30:00","03/17/2015","22:35:00","03/17/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"FRONT OF","STREET","","","994,000","230,435",40.799169693,-73.964786154,"(40.799169693, -73.964786154)"
"391866",103710711,"03/17/2015","22:30:00","03/17/2015","22:40:00","03/17/2015","351","CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"INSIDE","RESIDENCE - APT. HOUSE","","","998,271","235,692",40.813592964,-73.94934907,"(40.813592964, -73.94934907)"
"391870",194520002,"03/17/2015","22:30:00","03/17/2015","22:50:00","03/17/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","DRUG STORE","","","990,502","209,811",40.74256535,-73.977439501,"(40.74256535, -73.977439501)"
"391875",777568768,"03/17/2015","22:25:00","03/17/2015","22:30:00","03/17/2015","105","ROBBERY",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"","STREET","","","1,000,856","229,996",40.797954533,-73.940024569,"(40.797954533, -73.940024569)"
"391887",143879745,"03/17/2015","22:05:00","03/17/2015","22:10:00","03/17/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","CHAIN STORE","","","1,006,930","254,095",40.864085852,-73.918005281,"(40.864085852, -73.918005281)"
"391890",829664957,"03/17/2015","22:00:00","03/17/2015","22:05:00","03/17/2015","343","OTHER OFFENSES RELATED TO THEF",478,"THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"","TAXI (LIVERY LICENSED)","","","993,354","230,195",40.798511647,-73.967119717,"(40.798511647, -73.967119717)"
"391896",259402183,"03/17/2015","21:50:00","03/17/2015","22:00:00","03/17/2015","235","DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","998,362","234,740",40.810979844,-73.949022325,"(40.810979844, -73.949022325)"
"391899",849782821,"03/17/2015","21:45:00","","","03/17/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","BEAUTY & NAIL SALON","","","996,773","223,149",40.779168082,-73.954784146,"(40.779168082, -73.954784146)"
"391900",196938552,"03/17/2015","21:45:00","03/17/2015","21:55:00","03/17/2015","126","MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,004,629","252,340",40.859274518,-73.926329537,"(40.859274518, -73.926329537)"
"391908",426530634,"03/17/2015","21:35:00","03/17/2015","21:45:00","03/17/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"FRONT OF","RESTAURANT/DINER","","","992,276","213,046",40.751443182,-73.971033706,"(40.751443182, -73.971033706)"
"391910",432381859,"03/17/2015","21:33:00","03/17/2015","23:00:00","03/17/2015","343","OTHER OFFENSES RELATED TO THEF",478,"THEFT OF SERVICES, UNCLASSIFIE","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"FRONT OF","TAXI (YELLOW LICENSED)","","","1,001,452","248,252",40.848060937,-73.937825162,"(40.848060937, -73.937825162)"
"391922",676987687,"03/17/2015","21:10:00","03/17/2015","21:17:00","03/17/2015","235","DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"OPPOSITE OF","STREET","","","988,236","204,971",40.729282053,-73.985619811,"(40.729282053, -73.985619811)"
"391923",577343751,"03/17/2015","21:05:00","","","03/17/2015","351","CRIMINAL MISCHIEF & RELATED OF",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,001,028","229,572",40.796790443,-73.939404406,"(40.796790443, -73.939404406)"
"391929",202907577,"03/17/2015","21:00:00","03/17/2015","21:20:00","03/17/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","CHAIN STORE","","","1,000,955","245,839",40.841438914,-73.939627569,"(40.841438914, -73.939627569)"
"391939",817852941,"03/17/2015","20:45:00","03/17/2015","21:25:00","03/17/2015","235","DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","RESIDENCE - APT. HOUSE","","","1,002,253","248,117",40.847688805,-73.934930327,"(40.847688805, -73.934930327)"
"391943",549294680,"03/17/2015","20:45:00","","","03/17/2015","344","ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"FRONT OF","STREET","","","999,339","244,431",40.837577273,-73.945471154,"(40.837577273, -73.945471154)"
"391946",986070266,"03/17/2015","20:30:00","03/17/2015","20:35:00","03/17/2015","235","DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"FRONT OF","STREET","","","989,944","217,169",40.762761576,-73.979446957,"(40.762761576, -73.979446957)"
"391956",651202785,"03/17/2015","20:30:00","03/17/2015","20:40:00","03/17/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","993,040","215,159",40.757242104,-73.968273486,"(40.757242104, -73.968273486)"
"391957",636918095,"03/17/2015","20:25:00","03/17/2015","20:30:00","03/17/2015","351","CRIMINAL MISCHIEF & RELATED OF",258,"CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",1,"FRONT OF","GROCERY/BODEGA","","","982,903","202,417",40.722272738,-74.004860962,"(40.722272738, -74.004860962)"
"391960",448049642,"03/17/2015","20:20:00","03/17/2015","20:30:00","03/17/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","GROCERY/BODEGA","","","999,863","240,087",40.82565333,-73.943587575,"(40.82565333, -73.943587575)"
"391962",579663774,"03/17/2015","20:15:00","","","03/17/2015","235","DANGEROUS DRUGS",567,"MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"","RESIDENCE - APT. HOUSE","","","999,966","230,492",40.799317546,-73.943237873,"(40.799317546, -73.943237873)"
"391967",642853702,"03/17/2015","20:14:00","03/17/2015","20:17:00","03/17/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","BAR/NIGHT CLUB","","","987,111","212,422",40.749733638,-73.989675685,"(40.749733638, -73.989675685)"
"391971",503878096,"03/17/2015","20:09:00","03/17/2015","20:11:00","03/17/2015","359","OFFENSES AGAINST PUBLIC ADMINI",759,"PUBLIC ADMINISTATION,UNCLASS M","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"FRONT OF","STREET","","","997,700","234,324",40.809839071,-73.951414611,"(40.809839071, -73.951414611)"
"391972",891976939,"03/17/2015","20:05:00","03/17/2015","20:15:00","03/17/2015","235","DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","LINCOLN","1,002,228","234,677",40.810799905,-73.935056702,"(40.810799905, -73.935056702)"
"391973",136315007,"03/17/2015","20:05:00","","","03/17/2015","344","ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"FRONT OF","STREET","","","998,334","233,662",40.808021077,-73.949125735,"(40.808021077, -73.949125735)"
"391977",431270892,"03/17/2015","20:00:00","03/17/2015","21:30:00","03/17/2015","109","GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","RESTAURANT/DINER","","","989,564","216,486",40.760887153,-73.980819241,"(40.760887153, -73.980819241)"
"391984",821813172,"03/17/2015","19:50:00","03/17/2015","20:10:00","03/17/2015","118","DANGEROUS WEAPONS",792,"WEAPONS POSSESSION 1 & 2","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",33,"","FAST FOOD","","","1,000,544","243,173",40.834122286,-73.941119449,"(40.834122286, -73.941119449)"
"391992",890879480,"03/17/2015","19:37:00","","","03/17/2015","359","OFFENSES AGAINST PUBLIC ADMINI",759,"PUBLIC ADMINISTATION,UNCLASS M","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","STREET","","","988,699","208,577",40.739179416,-73.983946905,"(40.739179416, -73.983946905)"
"391993",508338935,"03/17/2015","19:35:00","03/17/2015","19:47:00","03/17/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","1,002,105","235,064",40.811862362,-73.935500005,"(40.811862362, -73.935500005)"
"391995",915408495,"03/17/2015","19:30:00","03/17/2015","19:45:00","03/17/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","CLOTHING/BOUTIQUE","","","985,774","204,549",40.728124533,-73.994502894,"(40.728124533, -73.994502894)"
"391998",907872690,"03/17/2015","19:30:00","03/17/2015","19:47:00","03/17/2015","352","CRIMINAL TRESPASS",205,"TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",24,"INSIDE","RESIDENCE - PUBLIC HOUSING","","DOUGLASS","993,963","229,442",40.796444219,-73.964921227,"(40.796444219, -73.964921227)"
"391999",221869540,"03/17/2015","19:30:00","03/17/2015","19:34:00","03/17/2015","126","MISCELLANEOUS PENAL LAW",760,"BRIBERY,PUBLIC ADMINISTRATION","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",32,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","999,874","238,251",40.820614011,-73.943552104,"(40.820614011, -73.943552104)"
"392002",310654993,"03/17/2015","19:30:00","03/17/2015","20:00:00","03/17/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","OTHER","","","986,447","203,566",40.725426295,-73.992075048,"(40.725426295, -73.992075048)"
"392003",614071819,"03/17/2015","19:30:00","03/17/2015","20:00:00","03/17/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","OTHER","","","986,447","203,566",40.725426295,-73.992075048,"(40.725426295, -73.992075048)"
"392006",333195165,"03/17/2015","19:30:00","","","03/17/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",32,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","1,001,751","241,630",40.829884885,-73.936761711,"(40.829884885, -73.936761711)"
"392011",478932042,"03/17/2015","19:20:00","03/17/2015","19:45:00","03/17/2015","109","GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",1,"INSIDE","BAR/NIGHT CLUB","","","982,115","196,418",40.705806756,-74.007701893,"(40.705806756, -74.007701893)"
"392016",187879783,"03/17/2015","19:10:00","","","03/17/2015","235","DANGEROUS DRUGS",511,"CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",23,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","999,998","226,211",40.787567301,-73.943132332,"(40.787567301, -73.943132332)"
